TXNAME	GENEID.group	GENEID.group_name	GENEID.value
mRNA:Solyc00g032943.1.1	378	NA	gene:Solyc00g032943.1
mRNA:Solyc00g032947.1.1	379	NA	gene:Solyc00g032947.1
mRNA:Solyc00g033860.2.1	380	NA	gene:Solyc00g033860.2
mRNA:Solyc00g033870.2.1	381	NA	gene:Solyc00g033870.2
mRNA:Solyc00g033880.1.1	382	NA	gene:Solyc00g033880.1
mRNA:Solyc00g033885.1.1	383	NA	gene:Solyc00g033885.1
mRNA:Solyc00g033890.1.1	384	NA	gene:Solyc00g033890.1
mRNA:Solyc00g033990.2.1	385	NA	gene:Solyc00g033990.2
mRNA:Solyc00g034000.2.1	386	NA	gene:Solyc00g034000.2
mRNA:Solyc00g034010.2.1	387	NA	gene:Solyc00g034010.2
mRNA:Solyc00g034810.2.1	388	NA	gene:Solyc00g034810.2
mRNA:Solyc00g035010.1.1	389	NA	gene:Solyc00g035010.1
mRNA:Solyc00g035020.1.1	390	NA	gene:Solyc00g035020.1
mRNA:Solyc00g036320.2.1	391	NA	gene:Solyc00g036320.2
mRNA:Solyc00g036520.1.1	392	NA	gene:Solyc00g036520.1
mRNA:Solyc00g036530.1.1	393	NA	gene:Solyc00g036530.1
mRNA:Solyc00g036740.1.1	394	NA	gene:Solyc00g036740.1
mRNA:Solyc00g036750.1.1	395	NA	gene:Solyc00g036750.1
mRNA:Solyc00g036760.2.1	396	NA	gene:Solyc00g036760.2
mRNA:Solyc00g036960.1.1	397	NA	gene:Solyc00g036960.1
mRNA:Solyc00g036962.1.1	398	NA	gene:Solyc00g036962.1
mRNA:Solyc00g036964.1.1	399	NA	gene:Solyc00g036964.1
mRNA:Solyc00g039290.2.1	400	NA	gene:Solyc00g039290.2
mRNA:Solyc00g036968.1.1	401	NA	gene:Solyc00g036968.1
mRNA:Solyc00g039990.2.1	402	NA	gene:Solyc00g039990.2
mRNA:Solyc00g040290.2.1	403	NA	gene:Solyc00g040290.2
mRNA:Solyc00g040390.2.1	404	NA	gene:Solyc00g040390.2
mRNA:Solyc00g040490.1.1	405	NA	gene:Solyc00g040490.1
mRNA:Solyc00g041090.2.1	406	NA	gene:Solyc00g041090.2
mRNA:Solyc00g041190.1.1	407	NA	gene:Solyc00g041190.1
mRNA:Solyc00g041200.2.1	408	NA	gene:Solyc00g041200.2
mRNA:Solyc00g041210.2.1	409	NA	gene:Solyc00g041210.2
mRNA:Solyc00g041215.1.1	410	NA	gene:Solyc00g041215.1
mRNA:Solyc00g041220.2.1	411	NA	gene:Solyc00g041220.2
mRNA:Solyc00g042120.2.1	412	NA	gene:Solyc00g042120.2
mRNA:Solyc00g042130.2.1	413	NA	gene:Solyc00g042130.2
mRNA:Solyc00g042140.1.1	414	NA	gene:Solyc00g042140.1
mRNA:Solyc00g042640.1.1	415	NA	gene:Solyc00g042640.1
mRNA:Solyc00g042840.1.1	416	NA	gene:Solyc00g042840.1
mRNA:Solyc00g042850.2.1	417	NA	gene:Solyc00g042850.2
mRNA:Solyc00g042854.1.1	418	NA	gene:Solyc00g042854.1
mRNA:Solyc00g042858.1.1	419	NA	gene:Solyc00g042858.1
mRNA:Solyc00g044350.3.1	420	NA	gene:Solyc00g044350.3
mRNA:Solyc00g044550.1.1	421	NA	gene:Solyc00g044550.1
mRNA:Solyc00g044750.2.1	422	NA	gene:Solyc00g044750.2
mRNA:Solyc00g044755.1.1	423	NA	gene:Solyc00g044755.1
mRNA:Solyc00g046580.1.1	424	NA	gene:Solyc00g046580.1
mRNA:Solyc00g047180.1.1	425	NA	gene:Solyc00g047180.1
mRNA:Solyc00g047190.1.1	426	NA	gene:Solyc00g047190.1
mRNA:Solyc00g047200.1.1	427	NA	gene:Solyc00g047200.1
mRNA:Solyc00g047700.3.1	428	NA	gene:Solyc00g047700.3
mRNA:Solyc00g048510.3.1	429	NA	gene:Solyc00g048510.3
mRNA:Solyc00g048515.1.1	430	NA	gene:Solyc00g048515.1
mRNA:Solyc00g049210.1.1	431	NA	gene:Solyc00g049210.1
mRNA:Solyc00g049220.1.1	432	NA	gene:Solyc00g049220.1
mRNA:Solyc00g049520.2.1	433	NA	gene:Solyc00g049520.2
mRNA:Solyc00g049920.2.1	434	NA	gene:Solyc00g049920.2
mRNA:Solyc00g050020.2.1	435	NA	gene:Solyc00g050020.2
mRNA:Solyc00g050030.2.1	436	NA	gene:Solyc00g050030.2
mRNA:Solyc00g050130.1.1	437	NA	gene:Solyc00g050130.1
mRNA:Solyc00g050430.3.1	438	NA	gene:Solyc00g050430.3
mRNA:Solyc00g052430.3.1	439	NA	gene:Solyc00g052430.3
mRNA:Solyc00g052540.1.1	440	NA	gene:Solyc00g052540.1
mRNA:Solyc00g052545.1.1	441	NA	gene:Solyc00g052545.1
mRNA:Solyc00g052940.3.1	442	NA	gene:Solyc00g052940.3
mRNA:Solyc00g053440.3.1	443	NA	gene:Solyc00g053440.3
mRNA:Solyc00g053740.2.1	444	NA	gene:Solyc00g053740.2
mRNA:Solyc00g055940.1.1	445	NA	gene:Solyc00g055940.1
mRNA:Solyc00g055950.1.1	446	NA	gene:Solyc00g055950.1
mRNA:Solyc00g055960.1.1	447	NA	gene:Solyc00g055960.1
mRNA:Solyc00g055970.1.1	448	NA	gene:Solyc00g055970.1
mRNA:Solyc00g055980.2.1	449	NA	gene:Solyc00g055980.2
mRNA:Solyc00g055985.1.1	450	NA	gene:Solyc00g055985.1
mRNA:Solyc00g056180.1.1	451	NA	gene:Solyc00g056180.1
mRNA:Solyc00g056680.1.1	452	NA	gene:Solyc00g056680.1
mRNA:Solyc00g057280.1.1	453	NA	gene:Solyc00g057280.1
mRNA:Solyc00g057880.3.1	454	NA	gene:Solyc00g057880.3
mRNA:Solyc00g058480.2.1	455	NA	gene:Solyc00g058480.2
mRNA:Solyc00g058900.2.1	456	NA	gene:Solyc00g058900.2
mRNA:Solyc00g059100.3.1	457	NA	gene:Solyc00g059100.3
mRNA:Solyc00g059500.2.1	458	NA	gene:Solyc00g059500.2
mRNA:Solyc00g059505.1.1	459	NA	gene:Solyc00g059505.1
mRNA:Solyc00g060700.2.1	460	NA	gene:Solyc00g060700.2
mRNA:Solyc00g060710.1.1	461	NA	gene:Solyc00g060710.1
mRNA:Solyc00g060810.3.1	462	NA	gene:Solyc00g060810.3
mRNA:Solyc07g021600.2.1	463	NA	gene:Solyc07g021600.2
mRNA:Solyc00g063110.3.1	464	NA	gene:Solyc00g063110.3
mRNA:Solyc00g063510.1.1	465	NA	gene:Solyc00g063510.1
mRNA:Solyc00g065510.2.1	466	NA	gene:Solyc00g065510.2
mRNA:Solyc00g065610.1.1	467	NA	gene:Solyc00g065610.1
mRNA:Solyc00g065620.1.1	468	NA	gene:Solyc00g065620.1
mRNA:Solyc00g065630.2.1	469	NA	gene:Solyc00g065630.2
mRNA:Solyc00g065930.1.1	470	NA	gene:Solyc00g065930.1
mRNA:Solyc00g065940.1.1	471	NA	gene:Solyc00g065940.1
mRNA:Solyc00g066140.1.1	472	NA	gene:Solyc00g066140.1
mRNA:Solyc00g066150.2.1	473	NA	gene:Solyc00g066150.2
mRNA:Solyc00g066350.1.1	474	NA	gene:Solyc00g066350.1
mRNA:Solyc00g066155.1.1	475	NA	gene:Solyc00g066155.1
mRNA:Solyc00g068970.2.1	476	NA	gene:Solyc00g068970.2
mRNA:Solyc00g068980.2.1	477	NA	gene:Solyc00g068980.2
mRNA:Solyc00g068985.1.1	478	NA	gene:Solyc00g068985.1
mRNA:Solyc00g069680.2.1	479	NA	gene:Solyc00g069680.2
mRNA:Solyc01g058600.1.1	480	NA	gene:Solyc01g058600.1
mRNA:Solyc00g069880.2.1	481	NA	gene:Solyc00g069880.2
mRNA:Solyc00g069883.1.1	482	NA	gene:Solyc00g069883.1
mRNA:Solyc00g069887.1.1	483	NA	gene:Solyc00g069887.1
mRNA:Solyc00g071180.3.1	484	NA	gene:Solyc00g071180.3
mRNA:Solyc00g071580.1.1	485	NA	gene:Solyc00g071580.1
mRNA:Solyc00g071590.1.1	486	NA	gene:Solyc00g071590.1
mRNA:Solyc00g071600.1.1	487	NA	gene:Solyc00g071600.1
mRNA:Solyc00g072100.3.1	488	NA	gene:Solyc00g072100.3
mRNA:Solyc00g072400.3.1	489	NA	gene:Solyc00g072400.3
mRNA:Solyc00g072405.1.1	490	NA	gene:Solyc00g072405.1
mRNA:Solyc00g072800.3.1	491	NA	gene:Solyc00g072800.3
mRNA:Solyc00g073900.1.1	492	NA	gene:Solyc00g073900.1
mRNA:Solyc00g073910.2.1	493	NA	gene:Solyc00g073910.2
mRNA:Solyc00g074210.2.1	494	NA	gene:Solyc00g074210.2
mRNA:Solyc00g074810.1.1	495	NA	gene:Solyc00g074810.1
mRNA:Solyc00g074820.1.1	496	NA	gene:Solyc00g074820.1
mRNA:Solyc00g074830.2.1	497	NA	gene:Solyc00g074830.2
mRNA:Solyc00g075030.3.1	498	NA	gene:Solyc00g075030.3
mRNA:Solyc00g075035.1.1	499	NA	gene:Solyc00g075035.1
mRNA:Solyc00g076250.1.1	500	NA	gene:Solyc00g076250.1
mRNA:Solyc06g050450.1.1	501	NA	gene:Solyc06g050450.1
mRNA:Solyc06g050455.1.1	502	NA	gene:Solyc06g050455.1
mRNA:Solyc00g080750.3.1	503	NA	gene:Solyc00g080750.3
mRNA:Solyc00g082150.3.1	504	NA	gene:Solyc00g082150.3
mRNA:Solyc00g084650.2.1	505	NA	gene:Solyc00g084650.2
mRNA:Solyc00g084750.3.1	506	NA	gene:Solyc00g084750.3
mRNA:Solyc00g084760.1.1	507	NA	gene:Solyc00g084760.1
mRNA:Solyc00g084870.3.1	508	NA	gene:Solyc00g084870.3
mRNA:Solyc00g085070.3.1	509	NA	gene:Solyc00g085070.3
mRNA:Solyc00g085770.1.1	510	NA	gene:Solyc00g085770.1
mRNA:Solyc00g085780.2.1	511	NA	gene:Solyc00g085780.2
mRNA:Solyc03g081340.1.1	512	NA	gene:Solyc03g081340.1
mRNA:Solyc00g088080.1.1	513	NA	gene:Solyc00g088080.1
mRNA:Solyc00g088090.2.1	514	NA	gene:Solyc00g088090.2
mRNA:Solyc00g088190.1.1	515	NA	gene:Solyc00g088190.1
mRNA:Solyc00g088200.1.1	516	NA	gene:Solyc00g088200.1
mRNA:Solyc00g088210.2.1	517	NA	gene:Solyc00g088210.2
mRNA:Solyc06g024210.2.1	518	NA	gene:Solyc06g024210.2
mRNA:Solyc00g090110.1.1	519	NA	gene:Solyc00g090110.1
mRNA:Solyc00g090115.1.1	520	NA	gene:Solyc00g090115.1
mRNA:Solyc00g090120.2.1	521	NA	gene:Solyc00g090120.2
mRNA:Solyc00g090130.2.1	522	NA	gene:Solyc00g090130.2
mRNA:Solyc00g090430.2.1	523	NA	gene:Solyc00g090430.2
mRNA:Solyc00g090630.2.1	524	NA	gene:Solyc00g090630.2
mRNA:Solyc00g090640.1.1	525	NA	gene:Solyc00g090640.1
mRNA:Solyc00g090650.1.1	526	NA	gene:Solyc00g090650.1
mRNA:Solyc00g090660.1.1	527	NA	gene:Solyc00g090660.1
mRNA:Solyc00g090860.2.1	528	NA	gene:Solyc00g090860.2
mRNA:Solyc00g090870.3.1	529	NA	gene:Solyc00g090870.3
mRNA:Solyc00g091170.3.1	530	NA	gene:Solyc00g091170.3
mRNA:Solyc00g092870.1.1	531	NA	gene:Solyc00g092870.1
mRNA:Solyc00g092880.1.1	532	NA	gene:Solyc00g092880.1
mRNA:Solyc00g092890.1.1	533	NA	gene:Solyc00g092890.1
mRNA:Solyc00g092900.2.1	534	NA	gene:Solyc00g092900.2
mRNA:Solyc00g093000.1.1	535	NA	gene:Solyc00g093000.1
mRNA:Solyc00g093100.2.1	536	NA	gene:Solyc00g093100.2
mRNA:Solyc00g094010.2.1	537	NA	gene:Solyc00g094010.2
mRNA:Solyc00g094020.2.1	538	NA	gene:Solyc00g094020.2
mRNA:Solyc00g094520.1.1	539	NA	gene:Solyc00g094520.1
mRNA:Solyc00g094530.1.1	540	NA	gene:Solyc00g094530.1
mRNA:Solyc00g094540.1.1	541	NA	gene:Solyc00g094540.1
mRNA:Solyc00g094550.1.1	542	NA	gene:Solyc00g094550.1
mRNA:Solyc00g095450.1.1	543	NA	gene:Solyc00g095450.1
mRNA:Solyc00g095460.1.1	544	NA	gene:Solyc00g095460.1
mRNA:Solyc00g095465.1.1	545	NA	gene:Solyc00g095465.1
mRNA:Solyc00g095860.1.1	546	NA	gene:Solyc00g095860.1
mRNA:Solyc00g096060.2.1	547	NA	gene:Solyc00g096060.2
mRNA:Solyc00g096460.2.1	548	NA	gene:Solyc00g096460.2
mRNA:Solyc00g097260.1.1	549	NA	gene:Solyc00g097260.1
mRNA:Solyc00g097960.2.1	550	NA	gene:Solyc00g097960.2
mRNA:Solyc00g098560.3.1	551	NA	gene:Solyc00g098560.3
mRNA:Solyc00g099160.1.1	552	NA	gene:Solyc00g099160.1
mRNA:Solyc00g099460.2.1	553	NA	gene:Solyc00g099460.2
mRNA:Solyc00g099470.1.1	554	NA	gene:Solyc00g099470.1
mRNA:Solyc00g099570.2.1	555	NA	gene:Solyc00g099570.2
mRNA:Solyc00g099580.2.1	556	NA	gene:Solyc00g099580.2
mRNA:Solyc00g099880.2.1	557	NA	gene:Solyc00g099880.2
mRNA:Solyc00g100880.3.1	558	NA	gene:Solyc00g100880.3
mRNA:Solyc00g101700.1.1	559	NA	gene:Solyc00g101700.1
mRNA:Solyc00g102400.3.1	560	NA	gene:Solyc00g102400.3
mRNA:Solyc00g104200.2.1	561	NA	gene:Solyc00g104200.2
mRNA:Solyc00g104210.1.1	562	NA	gene:Solyc00g104210.1
mRNA:Solyc00g104310.2.1	563	NA	gene:Solyc00g104310.2
mRNA:Solyc00g104320.1.1	564	NA	gene:Solyc00g104320.1
mRNA:Solyc00g104330.2.1	565	NA	gene:Solyc00g104330.2
mRNA:Solyc00g104333.1.1	566	NA	gene:Solyc00g104333.1
mRNA:Solyc00g104337.1.1	567	NA	gene:Solyc00g104337.1
mRNA:Solyc00g104630.2.1	568	NA	gene:Solyc00g104630.2
mRNA:Solyc00g104730.2.1	569	NA	gene:Solyc00g104730.2
mRNA:Solyc00g104740.2.1	570	NA	gene:Solyc00g104740.2
mRNA:Solyc00g104940.1.1	571	NA	gene:Solyc00g104940.1
mRNA:Solyc00g106650.2.1	572	NA	gene:Solyc00g106650.2
mRNA:Solyc00g107050.1.1	573	NA	gene:Solyc00g107050.1
mRNA:Solyc00g107055.1.1	574	NA	gene:Solyc00g107055.1
mRNA:Solyc00g108550.1.1	575	NA	gene:Solyc00g108550.1
mRNA:Solyc00g108555.1.1	576	NA	gene:Solyc00g108555.1
mRNA:Solyc00g109450.1.1	577	NA	gene:Solyc00g109450.1
mRNA:Solyc00g109850.2.1	578	NA	gene:Solyc00g109850.2
mRNA:Solyc00g109860.2.1	579	NA	gene:Solyc00g109860.2
mRNA:Solyc00g110060.1.1	580	NA	gene:Solyc00g110060.1
mRNA:Solyc00g110070.2.1	581	NA	gene:Solyc00g110070.2
mRNA:Solyc00g110370.1.1	582	NA	gene:Solyc00g110370.1
mRNA:Solyc00g110870.3.1	583	NA	gene:Solyc00g110870.3
mRNA:Solyc00g111170.2.1	584	NA	gene:Solyc00g111170.2
mRNA:Solyc00g111370.2.1	585	NA	gene:Solyc00g111370.2
mRNA:Solyc00g111770.1.1	586	NA	gene:Solyc00g111770.1
mRNA:Solyc00g111780.2.1	587	NA	gene:Solyc00g111780.2
mRNA:Solyc00g112190.2.1	588	NA	gene:Solyc00g112190.2
mRNA:Solyc00g112490.2.1	589	NA	gene:Solyc00g112490.2
mRNA:Solyc00g112500.2.1	590	NA	gene:Solyc00g112500.2
mRNA:Solyc00g112505.1.1	591	NA	gene:Solyc00g112505.1
mRNA:Solyc00g112600.1.1	592	NA	gene:Solyc00g112600.1
mRNA:Solyc00g112700.2.1	593	NA	gene:Solyc00g112700.2
mRNA:Solyc00g112710.1.1	594	NA	gene:Solyc00g112710.1
mRNA:Solyc00g112810.2.1	595	NA	gene:Solyc00g112810.2
mRNA:Solyc00g112820.1.1	596	NA	gene:Solyc00g112820.1
mRNA:Solyc00g112930.3.1	597	NA	gene:Solyc00g112930.3
mRNA:Solyc00g113730.1.1	598	NA	gene:Solyc00g113730.1
mRNA:Solyc00g113740.1.1	599	NA	gene:Solyc00g113740.1
mRNA:Solyc00g113750.2.1	600	NA	gene:Solyc00g113750.2
mRNA:Solyc00g114550.1.1	601	NA	gene:Solyc00g114550.1
mRNA:Solyc00g117450.2.1	602	NA	gene:Solyc00g117450.2
mRNA:Solyc00g117650.1.1	603	NA	gene:Solyc00g117650.1
mRNA:Solyc00g117653.1.1	604	NA	gene:Solyc00g117653.1
mRNA:Solyc00g118680.2.1	605	NA	gene:Solyc00g118680.2
mRNA:Solyc00g117655.1.1	606	NA	gene:Solyc00g117655.1
mRNA:Solyc00g118690.1.1	607	NA	gene:Solyc00g118690.1
mRNA:Solyc00g117657.1.1	608	NA	gene:Solyc00g117657.1
mRNA:Solyc00g120120.1.1	609	NA	gene:Solyc00g120120.1
mRNA:Solyc00g120820.1.1	610	NA	gene:Solyc00g120820.1
mRNA:Solyc00g120830.1.1	611	NA	gene:Solyc00g120830.1
mRNA:Solyc00g120930.2.1	612	NA	gene:Solyc00g120930.2
mRNA:Solyc00g121230.2.1	613	NA	gene:Solyc00g121230.2
mRNA:Solyc00g121235.1.1	614	NA	gene:Solyc00g121235.1
mRNA:Solyc00g122530.1.1	615	NA	gene:Solyc00g122530.1
mRNA:Solyc00g123030.1.1	616	NA	gene:Solyc00g123030.1
mRNA:Solyc00g123040.2.1	617	NA	gene:Solyc00g123040.2
mRNA:Solyc00g123240.1.1	618	NA	gene:Solyc00g123240.1
mRNA:Solyc00g124840.2.1	619	NA	gene:Solyc00g124840.2
mRNA:Solyc00g124850.1.1	620	NA	gene:Solyc00g124850.1
mRNA:Solyc00g124860.2.1	621	NA	gene:Solyc00g124860.2
mRNA:Solyc00g125260.2.1	622	NA	gene:Solyc00g125260.2
mRNA:Solyc00g125270.2.1	623	NA	gene:Solyc00g125270.2
mRNA:Solyc00g125275.1.1	624	NA	gene:Solyc00g125275.1
mRNA:Solyc00g125980.1.1	625	NA	gene:Solyc00g125980.1
mRNA:Solyc00g125990.2.1	626	NA	gene:Solyc00g125990.2
mRNA:Solyc00g126000.1.1	627	NA	gene:Solyc00g126000.1
mRNA:Solyc00g126010.1.1	628	NA	gene:Solyc00g126010.1
mRNA:Solyc00g126420.2.1	629	NA	gene:Solyc00g126420.2
mRNA:Solyc00g126430.1.1	630	NA	gene:Solyc00g126430.1
mRNA:Solyc00g126440.2.1	631	NA	gene:Solyc00g126440.2
mRNA:Solyc00g127540.2.1	632	NA	gene:Solyc00g127540.2
mRNA:Solyc00g127545.1.1	633	NA	gene:Solyc00g127545.1
mRNA:Solyc00g127550.1.1	634	NA	gene:Solyc00g127550.1
mRNA:Solyc00g127560.2.1	635	NA	gene:Solyc00g127560.2
mRNA:Solyc00g127660.3.1	636	NA	gene:Solyc00g127660.3
mRNA:Solyc00g127670.2.1	637	NA	gene:Solyc00g127670.2
mRNA:Solyc00g127870.3.1	638	NA	gene:Solyc00g127870.3
mRNA:Solyc00g128870.3.1	639	NA	gene:Solyc00g128870.3
mRNA:Solyc00g128875.1.1	640	NA	gene:Solyc00g128875.1
mRNA:Solyc00g129670.2.1	641	NA	gene:Solyc00g129670.2
mRNA:Solyc00g129680.2.1	642	NA	gene:Solyc00g129680.2
mRNA:Solyc00g129685.1.1	643	NA	gene:Solyc00g129685.1
mRNA:Solyc00g129880.2.1	644	NA	gene:Solyc00g129880.2
mRNA:Solyc00g129980.1.1	645	NA	gene:Solyc00g129980.1
mRNA:Solyc00g130180.2.1	646	NA	gene:Solyc00g130180.2
mRNA:Solyc00g130190.1.1	647	NA	gene:Solyc00g130190.1
mRNA:Solyc00g130290.1.1	648	NA	gene:Solyc00g130290.1
mRNA:Solyc00g130690.1.1	649	NA	gene:Solyc00g130690.1
mRNA:Solyc00g130700.2.1	650	NA	gene:Solyc00g130700.2
mRNA:Solyc00g130800.2.1	651	NA	gene:Solyc00g130800.2
mRNA:Solyc00g130810.1.1	652	NA	gene:Solyc00g130810.1
mRNA:Solyc00g131610.2.1	653	NA	gene:Solyc00g131610.2
mRNA:Solyc00g133110.2.1	654	NA	gene:Solyc00g133110.2
mRNA:Solyc00g133710.2.1	655	NA	gene:Solyc00g133710.2
mRNA:Solyc00g133720.2.1	656	NA	gene:Solyc00g133720.2
mRNA:Solyc00g134620.2.1	657	NA	gene:Solyc00g134620.2
mRNA:Solyc00g134820.1.1	658	NA	gene:Solyc00g134820.1
mRNA:Solyc00g134830.1.1	659	NA	gene:Solyc00g134830.1
mRNA:Solyc00g134840.1.1	660	NA	gene:Solyc00g134840.1
mRNA:Solyc00g135040.2.1	661	NA	gene:Solyc00g135040.2
mRNA:Solyc00g135050.2.1	662	NA	gene:Solyc00g135050.2
mRNA:Solyc00g135060.1.1	663	NA	gene:Solyc00g135060.1
mRNA:Solyc00g135260.2.1	664	NA	gene:Solyc00g135260.2
mRNA:Solyc00g136260.1.1	665	NA	gene:Solyc00g136260.1
mRNA:Solyc00g136560.3.1	666	NA	gene:Solyc00g136560.3
mRNA:Solyc00g136565.1.1	667	NA	gene:Solyc00g136565.1
mRNA:Solyc00g139760.2.1	668	NA	gene:Solyc00g139760.2
mRNA:Solyc00g140060.3.1	669	NA	gene:Solyc00g140060.3
mRNA:Solyc00g141360.1.1	670	NA	gene:Solyc00g141360.1
mRNA:Solyc00g141560.2.1	671	NA	gene:Solyc00g141560.2
mRNA:Solyc00g142170.3.1	672	NA	gene:Solyc00g142170.3
mRNA:Solyc00g142160.1.1	673	NA	gene:Solyc00g142160.1
mRNA:Solyc00g143770.2.1	674	NA	gene:Solyc00g143770.2
mRNA:Solyc00g144470.1.1	675	NA	gene:Solyc00g144470.1
mRNA:Solyc00g143777.1.1	676	NA	gene:Solyc00g143777.1
mRNA:Solyc00g145170.2.1	677	NA	gene:Solyc00g145170.2
mRNA:Solyc00g147570.3.1	678	NA	gene:Solyc00g147570.3
mRNA:Solyc00g147577.1.1	679	NA	gene:Solyc00g147577.1
mRNA:Solyc00g153680.1.1	680	NA	gene:Solyc00g153680.1
mRNA:Solyc00g153980.1.1	681	NA	gene:Solyc00g153980.1
mRNA:Solyc00g154480.2.1	682	NA	gene:Solyc00g154480.2
mRNA:Solyc00g154980.1.1	683	NA	gene:Solyc00g154980.1
mRNA:Solyc00g156980.3.1	684	NA	gene:Solyc00g156980.3
mRNA:Solyc00g157080.2.1	685	NA	gene:Solyc00g157080.2
mRNA:Solyc00g157083.1.1	686	NA	gene:Solyc00g157083.1
mRNA:Solyc00g157087.1.1	687	NA	gene:Solyc00g157087.1
mRNA:Solyc00g160780.2.1	688	NA	gene:Solyc00g160780.2
mRNA:Solyc00g160785.1.1	689	NA	gene:Solyc00g160785.1
mRNA:Solyc09g056230.2.1	690	NA	gene:Solyc09g056230.2
mRNA:Solyc00g164580.1.1	691	NA	gene:Solyc00g164580.1
mRNA:Solyc00g164680.2.1	692	NA	gene:Solyc00g164680.2
mRNA:Solyc00g165190.1.1	693	NA	gene:Solyc00g165190.1
mRNA:Solyc00g165195.1.1	694	NA	gene:Solyc00g165195.1
mRNA:Solyc00g167290.1.1	695	NA	gene:Solyc00g167290.1
mRNA:Solyc00g167300.2.1	696	NA	gene:Solyc00g167300.2
mRNA:Solyc00g167800.1.1	697	NA	gene:Solyc00g167800.1
mRNA:Solyc00g170200.1.1	698	NA	gene:Solyc00g170200.1
mRNA:Solyc00g170210.3.1	699	NA	gene:Solyc00g170210.3
mRNA:Solyc00g170510.2.1	700	NA	gene:Solyc00g170510.2
mRNA:Solyc00g171710.2.1	701	NA	gene:Solyc00g171710.2
mRNA:Solyc00g171810.3.1	702	NA	gene:Solyc00g171810.3
mRNA:Solyc00g172410.2.1	703	NA	gene:Solyc00g172410.2
mRNA:Solyc00g173430.2.1	704	NA	gene:Solyc00g173430.2
mRNA:Solyc00g174330.3.1	705	NA	gene:Solyc00g174330.3
mRNA:Solyc00g174340.2.1	706	NA	gene:Solyc00g174340.2
mRNA:Solyc00g174345.1.1	707	NA	gene:Solyc00g174345.1
mRNA:Solyc00g178340.2.1	708	NA	gene:Solyc00g178340.2
mRNA:Solyc00g179240.2.1	709	NA	gene:Solyc00g179240.2
mRNA:Solyc00g180440.2.1	710	NA	gene:Solyc00g180440.2
mRNA:Solyc00g180840.2.1	711	NA	gene:Solyc00g180840.2
mRNA:Solyc00g181240.1.1	712	NA	gene:Solyc00g181240.1
mRNA:Solyc00g181250.2.1	713	NA	gene:Solyc00g181250.2
mRNA:Solyc00g183050.2.1	714	NA	gene:Solyc00g183050.2
mRNA:Solyc00g183055.1.1	715	NA	gene:Solyc00g183055.1
mRNA:Solyc00g183550.2.1	716	NA	gene:Solyc00g183550.2
mRNA:Solyc00g183555.1.1	717	NA	gene:Solyc00g183555.1
mRNA:Solyc00g184350.3.1	718	NA	gene:Solyc00g184350.3
mRNA:Solyc00g184357.1.1	719	NA	gene:Solyc00g184357.1
mRNA:Solyc00g185750.1.1	720	NA	gene:Solyc00g185750.1
mRNA:Solyc00g185850.1.1	721	NA	gene:Solyc00g185850.1
mRNA:Solyc00g187050.3.1	722	NA	gene:Solyc00g187050.3
mRNA:Solyc00g188750.1.1	723	NA	gene:Solyc00g188750.1
mRNA:Solyc00g188850.3.1	724	NA	gene:Solyc00g188850.3
mRNA:Solyc00g188853.1.1	725	NA	gene:Solyc00g188853.1
mRNA:Solyc00g195350.2.1	726	NA	gene:Solyc00g195350.2
mRNA:Solyc00g188855.1.1	727	NA	gene:Solyc00g188855.1
mRNA:Solyc00g195360.1.1	728	NA	gene:Solyc00g195360.1
mRNA:Solyc00g188857.1.1	729	NA	gene:Solyc00g188857.1
mRNA:Solyc00g198360.1.1	730	NA	gene:Solyc00g198360.1
mRNA:Solyc00g201060.1.1	731	NA	gene:Solyc00g201060.1
mRNA:Solyc00g201160.3.1	732	NA	gene:Solyc00g201160.3
mRNA:Solyc00g201165.1.1	733	NA	gene:Solyc00g201165.1
mRNA:Solyc00g202560.2.1	734	NA	gene:Solyc00g202560.2
mRNA:Solyc00g203660.2.1	735	NA	gene:Solyc00g203660.2
mRNA:Solyc00g207960.1.1	736	NA	gene:Solyc00g207960.1
mRNA:Solyc00g209460.2.1	737	NA	gene:Solyc00g209460.2
mRNA:Solyc12g062400.2.1	738	NA	gene:Solyc12g062400.2
mRNA:Solyc00g210860.1.1	739	NA	gene:Solyc00g210860.1
mRNA:Solyc00g212260.2.1	740	NA	gene:Solyc00g212260.2
mRNA:Solyc00g212265.1.1	741	NA	gene:Solyc00g212265.1
mRNA:Solyc00g213960.1.1	742	NA	gene:Solyc00g213960.1
mRNA:Solyc00g215560.2.1	743	NA	gene:Solyc00g215560.2
mRNA:Solyc00g217560.1.1	744	NA	gene:Solyc00g217560.1
mRNA:Solyc00g217960.1.1	745	NA	gene:Solyc00g217960.1
mRNA:Solyc00g218560.1.1	746	NA	gene:Solyc00g218560.1
mRNA:Solyc00g222060.1.1	747	NA	gene:Solyc00g222060.1
mRNA:Solyc00g222063.1.1	748	NA	gene:Solyc00g222063.1
mRNA:Solyc00g222067.1.1	749	NA	gene:Solyc00g222067.1
mRNA:Solyc00g226760.1.1	750	NA	gene:Solyc00g226760.1
mRNA:Solyc00g227860.1.1	751	NA	gene:Solyc00g227860.1
mRNA:Solyc00g227960.1.1	752	NA	gene:Solyc00g227960.1
mRNA:Solyc00g230060.2.1	753	NA	gene:Solyc00g230060.2
mRNA:Solyc00g230070.1.1	754	NA	gene:Solyc00g230070.1
